"CVEGEO","NOM_ENT","NOM_MUN","Poblacion_total","Poblacion_total_Femenina","Poblacion_total_Femenina_11A17","Poblacion_total_Femenina_18A20","Poblacion_total_Femenina_11A20","Conteo_nacimientos","Porcentaje_nacimientos","Porcentaje_libre","area"
30008,"Veracruz de Ignacio de la Llave","Alpatláhuac",10338,5304,769,335,1104,38,3.44202898550725,96.5579710144928,71096084.5471057
30009,"Veracruz de Ignacio de la Llave","Alto Lucero de Gutiérrez Barrios",28268,14145,1578,679,2257,48,2.12671688081524,97.8732831191848,650176875.609268
30010,"Veracruz de Ignacio de la Llave","Altotonga",64263,33705,4983,2064,7047,266,3.77465588193558,96.2253441180644,329449236.995259
30011,"Veracruz de Ignacio de la Llave","Alvarado",57214,29042,2855,1288,4143,91,2.19647598358677,97.8035240164132,830699868.267918
30012,"Veracruz de Ignacio de la Llave","Amatitlán",7868,4014,397,187,584,29,4.96575342465753,95.0342465753425,135490613.804833
30013,"Veracruz de Ignacio de la Llave","Naranjos Amatlán",26968,14147,1381,708,2089,38,1.81905217807563,98.1809478219244,136321900.222233
30014,"Veracruz de Ignacio de la Llave","Amatlán de los Reyes",46984,24091,2819,1112,3931,81,2.06054439074027,97.9394556092597,151907148.538624
30015,"Veracruz de Ignacio de la Llave","Angel R. Cabada",33971,17271,1685,823,2508,93,3.70813397129187,96.2918660287081,432048541.408975
30016,"Veracruz de Ignacio de la Llave","La Antigua",28725,14945,1581,692,2273,81,3.56357237131544,96.4364276286846,132252567.328465
30017,"Veracruz de Ignacio de la Llave","Apazapan",4711,2345,248,104,352,14,3.97727272727273,96.0227272727273,67891435.7529902
30018,"Veracruz de Ignacio de la Llave","Aquila",1978,1049,167,61,228,7,3.07017543859649,96.9298245614035,20752057.3204566
30019,"Veracruz de Ignacio de la Llave","Astacinga",6909,3708,573,181,754,31,4.11140583554377,95.8885941644562,29930248.0496466
30020,"Veracruz de Ignacio de la Llave","Atlahuilco",11577,5983,860,413,1273,59,4.63472113118617,95.3652788688138,62380641.4061192
30021,"Veracruz de Ignacio de la Llave","Atoyac",23515,12063,1328,539,1867,48,2.57096946973755,97.4290305302625,123220573.211934
30022,"Veracruz de Ignacio de la Llave","Atzacan",22657,11523,1582,728,2310,97,4.1991341991342,95.8008658008658,65568822.302766
30023,"Veracruz de Ignacio de la Llave","Atzalan",49205,24775,3309,1446,4755,164,3.44900105152471,96.5509989484753,523451177.877066
30024,"Veracruz de Ignacio de la Llave","Tlaltetela",16486,8161,1069,458,1527,67,4.38768827766863,95.6123117223314,278643090.343676
30025,"Veracruz de Ignacio de la Llave","Ayahualulco",27218,13977,2303,922,3225,169,5.24031007751938,94.7596899224806,173541016.522196
30026,"Veracruz de Ignacio de la Llave","Banderilla",26026,13762,1586,720,2306,52,2.25498699045967,97.7450130095403,19856861.6954454
30027,"Veracruz de Ignacio de la Llave","Benito Juárez",16125,8305,1056,547,1603,60,3.74298190892077,96.2570180910792,233265427.978257
30028,"Veracruz de Ignacio de la Llave","Boca del Río",144560,76556,6172,2851,9023,201,2.22764047434334,97.7723595256567,38265762.3975151
30029,"Veracruz de Ignacio de la Llave","Calcahualco",13701,6939,1191,457,1648,134,8.13106796116505,91.868932038835,134485522.882806
30030,"Veracruz de Ignacio de la Llave","Camerino Z. Mendoza",41835,22148,2420,1084,3504,98,2.79680365296804,97.203196347032,20967630.5048871
30031,"Veracruz de Ignacio de la Llave","Carrillo Puerto",18914,9535,1191,466,1657,66,3.983101991551,96.016898008449,250432608.919234
30032,"Veracruz de Ignacio de la Llave","Catemaco",49976,25753,3037,1379,4416,177,4.00815217391304,95.991847826087,661262909.144455
30033,"Veracruz de Ignacio de la Llave","Cazones de Herrera",24467,12572,1545,693,2238,70,3.1277926720286,96.8722073279714,273111581.847418
30034,"Veracruz de Ignacio de la Llave","Cerro Azul",25050,13411,1450,646,2096,32,1.52671755725191,98.4732824427481,91262929.1178009
30035,"Veracruz de Ignacio de la Llave","Citlaltépetl",11169,5684,733,308,1041,29,2.78578290105668,97.2142170989433,81471567.6163912
30036,"Veracruz de Ignacio de la Llave","Coacoatzintla",11025,5685,773,335,1108,48,4.33212996389892,95.6678700361011,44073983.7394984
30037,"Veracruz de Ignacio de la Llave","Coahuitlán",8202,4186,616,261,877,30,3.42075256556442,96.5792474344356,41882997.8834998
30038,"Veracruz de Ignacio de la Llave","Coatepec",94088,48765,5149,2313,7462,205,2.74725274725275,97.2527472527473,202924621.608659
30039,"Veracruz de Ignacio de la Llave","Coatzacoalcos",312140,161534,15721,6781,22502,471,2.09314727579771,97.9068527242023,312927058.348014
30040,"Veracruz de Ignacio de la Llave","Coatzintla",55155,28701,3091,1338,4429,94,2.12237525400768,97.8776247459923,278456862.673565
30041,"Veracruz de Ignacio de la Llave","Coetzala",2355,1194,147,64,211,7,3.3175355450237,96.6824644549763,9469730.40990719
30042,"Veracruz de Ignacio de la Llave","Colipa",5761,2888,359,122,481,22,4.57380457380457,95.4261954261954,130794460.077694
30043,"Veracruz de Ignacio de la Llave","Comapa",19894,9876,1267,487,1754,75,4.27594070695553,95.7240592930445,311861955.255519
30044,"Veracruz de Ignacio de la Llave","Córdoba",204741,108761,11403,4849,16252,395,2.43047009598819,97.5695299040118,160345221.448568
30045,"Veracruz de Ignacio de la Llave","Cosamaloapan de Carpio",54842,28837,2957,1297,4254,101,2.37423601316408,97.6257639868359,520775080.805961
30046,"Veracruz de Ignacio de la Llave","Cosautlán de Carvajal",16181,8187,1012,464,1476,50,3.38753387533875,96.6124661246613,76827320.0094108
30047,"Veracruz de Ignacio de la Llave","Coscomatepec",59482,30752,4593,2059,6652,364,5.47203848466627,94.5279615153337,158588759.848674
30048,"Veracruz de Ignacio de la Llave","Cosoleacaque",131018,68725,7601,3328,10929,285,2.60774087290694,97.3922591270931,277720828.235338
30049,"Veracruz de Ignacio de la Llave","Cotaxtla",22147,11093,1169,499,1668,53,3.17745803357314,96.8225419664269,538983558.106214
30050,"Veracruz de Ignacio de la Llave","Coxquihui",16336,8429,1127,534,1661,48,2.8898254063817,97.1101745936183,80495515.3296134
30051,"Veracruz de Ignacio de la Llave","Coyutla",23123,11955,1528,644,2172,69,3.1767955801105,96.8232044198895,234710595.528056
30052,"Veracruz de Ignacio de la Llave","Cuichapa",11873,6222,774,301,1075,28,2.6046511627907,97.3953488372093,34820547.8328596
30053,"Veracruz de Ignacio de la Llave","Cuitláhuac",28108,14537,1700,658,2358,64,2.71416454622561,97.2858354537744,150786687.16163
30054,"Veracruz de Ignacio de la Llave","Chacaltianguis",11516,5868,653,263,916,23,2.51091703056769,97.4890829694323,291386027.561134
30055,"Veracruz de Ignacio de la Llave","Chalma",13585,6995,892,358,1250,31,2.48,97.52,152413195.965552
30056,"Veracruz de Ignacio de la Llave","Chiconamel",6667,3451,518,212,730,9,1.23287671232877,98.7671232876712,92891019.4075098
30057,"Veracruz de Ignacio de la Llave","Chiconquiaco",13906,6931,926,478,1404,56,3.98860398860399,96.011396011396,134123770.716147
30058,"Veracruz de Ignacio de la Llave","Chicontepec",53939,27600,3143,1401,4544,133,2.92693661971831,97.0730633802817,939046927.607918
30059,"Veracruz de Ignacio de la Llave","Chinameca",22786,11651,1296,532,1828,42,2.29759299781182,97.7024070021882,175033496.220733
30060,"Veracruz de Ignacio de la Llave","Chinampa de Gorostiza",16364,8344,1081,471,1552,35,2.25515463917526,97.7448453608247,140588780.289203
30061,"Veracruz de Ignacio de la Llave","Las Choapas",82000,41425,5393,2198,7591,373,4.91371360822026,95.0862863917797,3520353644.88649
30062,"Veracruz de Ignacio de la Llave","Chocamán",20845,10558,1394,546,1940,88,4.5360824742268,95.4639175257732,44453508.8021002
30063,"Veracruz de Ignacio de la Llave","Chontla",13441,6795,792,425,1217,32,2.62941659819228,97.3705834018077,391542345.428741
30064,"Veracruz de Ignacio de la Llave","Chumatlán",4008,2114,298,124,422,16,3.7914691943128,96.2085308056872,23058351.7174932
30065,"Veracruz de Ignacio de la Llave","Emiliano Zapata",85598,44302,4852,2027,6879,147,2.13693850850414,97.8630614914959,417034389.044293
30066,"Veracruz de Ignacio de la Llave","Espinal",26899,13798,1686,763,2449,79,3.2258064516129,96.7741935483871,241593311.067967
30067,"Veracruz de Ignacio de la Llave","Filomeno Mata",19179,9871,1703,780,2483,88,3.54409987917841,96.4559001208216,43417571.6589228
30068,"Veracruz de Ignacio de la Llave","Fortín",66395,35116,3683,1692,5375,95,1.76744186046512,98.2325581395349,61374406.1490797
30069,"Veracruz de Ignacio de la Llave","Gutiérrez Zamora",24133,12871,1277,603,1880,42,2.23404255319149,97.7659574468085,179975138.291409
30070,"Veracruz de Ignacio de la Llave","Hidalgotitlán",18442,9022,1109,469,1578,60,3.80228136882129,96.1977186311787,1014279395.86516
30071,"Veracruz de Ignacio de la Llave","Huatusco",59954,31305,3915,1676,5591,170,3.04060096583795,96.959399034162,203527191.58497
30072,"Veracruz de Ignacio de la Llave","Huayacocotla",21823,11311,1520,623,2143,71,3.31311245916939,96.6868875408306,523750652.71207
30073,"Veracruz de Ignacio de la Llave","Hueyapan de Ocampo",41737,21451,2684,1187,3871,145,3.74580211831568,96.2541978816843,712204047.605358
30074,"Veracruz de Ignacio de la Llave","Huiloapan de Cuauhtémoc",7293,3836,457,186,643,15,2.33281493001555,97.6671850699844,18779453.7402517
30075,"Veracruz de Ignacio de la Llave","Ignacio de la Llave",16543,8561,944,399,1343,52,3.87192851824274,96.1280714817573,398154176.879818
30076,"Veracruz de Ignacio de la Llave","Ilamatlán",13377,7027,1028,420,1448,79,5.45580110497238,94.5441988950276,155768700.670186
30077,"Veracruz de Ignacio de la Llave","Isla",43339,21928,2639,1055,3694,134,3.62750406063887,96.3724959393611,929830821.459256
30078,"Veracruz de Ignacio de la Llave","Ixcatepec",12384,6291,679,331,1010,25,2.47524752475248,97.5247524752475,177334586.195892
30079,"Veracruz de Ignacio de la Llave","Ixhuacán de los Reyes",11398,5761,764,335,1099,41,3.73066424021838,96.2693357597816,150279638.273009
30080,"Veracruz de Ignacio de la Llave","Ixhuatlán del Café",23148,11672,1632,642,2274,72,3.16622691292876,96.8337730870712,129786274.645584
30081,"Veracruz de Ignacio de la Llave","Ixhuatlancillo",27295,14386,1681,740,2421,74,3.05658818669971,96.9434118133003,52537443.4926158
30082,"Veracruz de Ignacio de la Llave","Ixhuatlán del Sureste",15904,8056,942,390,1332,40,3.003003003003,96.996996996997,157215962.322055
30083,"Veracruz de Ignacio de la Llave","Ixhuatlán de Madero",50901,26067,3239,1581,4820,174,3.60995850622407,96.3900414937759,671035492.935645
30084,"Veracruz de Ignacio de la Llave","Ixmatlahuacan",5666,2828,311,115,426,9,2.11267605633803,97.887323943662,348345087.729226
30085,"Veracruz de Ignacio de la Llave","Ixtaczoquitlán",74017,38641,4456,1900,6356,153,2.40717432347388,97.5928256765261,137789235.083972
30086,"Veracruz de Ignacio de la Llave","Jalacingo",46803,24145,3515,1463,4978,214,4.29891522699879,95.7010847730012,208704078.227352
30087,"Veracruz de Ignacio de la Llave","Xalapa",488626,261703,24554,11423,35977,645,1.79281207438085,98.2071879256192,125007013.272642
30088,"Veracruz de Ignacio de la Llave","Jalcomulco",5054,2517,249,130,379,12,3.16622691292876,96.8337730870712,72938008.9819469
30089,"Veracruz de Ignacio de la Llave","Jáltipan",38809,20414,2201,860,3061,78,2.54818686703692,97.4518131329631,317852414.975997
30090,"Veracruz de Ignacio de la Llave","Jamapa",11151,5710,613,227,840,40,4.76190476190476,95.2380952380952,132532358.444971
30091,"Veracruz de Ignacio de la Llave","Jesús Carranza",28884,14300,1785,740,2525,108,4.27722772277228,95.7227722772277,1417674082.70442
30092,"Veracruz de Ignacio de la Llave","Xico",39708,20357,2530,1060,3590,148,4.12256267409471,95.8774373259053,179571500.551355
30093,"Veracruz de Ignacio de la Llave","Jilotepec",16600,8567,964,425,1389,35,2.51979841612671,97.4802015838733,56448428.1236934
30094,"Veracruz de Ignacio de la Llave","Juan Rodríguez Clara",38597,19598,2358,948,3306,125,3.78100423472474,96.2189957652753,995297951.976596
30095,"Veracruz de Ignacio de la Llave","Juchique de Ferrer",15108,7550,942,366,1308,50,3.82262996941896,96.177370030581,188367835.495668
30096,"Veracruz de Ignacio de la Llave","Landero y Coss",1543,787,64,23,87,2,2.29885057471264,97.7011494252874,17660780.8642242
30097,"Veracruz de Ignacio de la Llave","Lerdo de Tejada",19163,10128,946,454,1400,34,2.42857142857143,97.5714285714286,84287693.0771689
30098,"Veracruz de Ignacio de la Llave","Magdalena",3299,1708,279,111,390,21,5.38461538461539,94.6153846153846,13809076.3700469
30099,"Veracruz de Ignacio de la Llave","Maltrata",18335,9539,1256,523,1779,84,4.72175379426644,95.2782462057336,110931516.694562
30100,"Veracruz de Ignacio de la Llave","Manlio Fabio Altamirano",23971,12176,1293,556,1849,52,2.81233098972418,97.1876690102758,247900234.875158
30101,"Veracruz de Ignacio de la Llave","Mariano Escobedo",38682,20141,2777,1214,3991,170,4.25958406414432,95.7404159358557,69735441.9746457
30102,"Veracruz de Ignacio de la Llave","Martínez de la Torre",109050,56571,6196,2754,8950,312,3.48603351955307,96.5139664804469,399810626.790338
30103,"Veracruz de Ignacio de la Llave","Mecatlán",12799,6503,1031,454,1485,62,4.17508417508418,95.8249158249158,43748509.2178138
30104,"Veracruz de Ignacio de la Llave","Mecayapan",17244,8878,1147,513,1660,62,3.73493975903614,96.2650602409639,297568655.847086
30105,"Veracruz de Ignacio de la Llave","Medellín de Bravo",95322,49476,5195,2118,7313,215,2.9399699165869,97.0600300834131,398559821.990596
30106,"Veracruz de Ignacio de la Llave","Miahuatlán",4843,2432,327,145,472,20,4.23728813559322,95.7627118644068,29559881.0375631
30107,"Veracruz de Ignacio de la Llave","Las Minas",2934,1481,235,100,335,18,5.37313432835821,94.6268656716418,50918838.5923991
30108,"Veracruz de Ignacio de la Llave","Minatitlán",144966,75907,7771,3444,11215,215,1.91707534551939,98.0829246544806,2124922109.79214
30109,"Veracruz de Ignacio de la Llave","Misantla",65896,33682,3883,1688,5571,127,2.27966253814396,97.720337461856,524927166.104343
30110,"Veracruz de Ignacio de la Llave","Mixtla de Altamirano",12128,6141,1019,406,1425,98,6.87719298245614,93.1228070175439,66716473.3467795
30111,"Veracruz de Ignacio de la Llave","Moloacán",16685,8500,1004,426,1430,25,1.74825174825175,98.2517482517483,250392483.760096
30112,"Veracruz de Ignacio de la Llave","Naolinco",22850,11705,1303,588,1891,50,2.64410364886304,97.355896351137,108731676.551791
30113,"Veracruz de Ignacio de la Llave","Naranjal",4619,2380,280,123,403,22,5.4590570719603,94.5409429280397,18647262.2533
30114,"Veracruz de Ignacio de la Llave","Nautla",10256,5023,503,204,707,14,1.98019801980198,98.019801980198,356605342.184935
30115,"Veracruz de Ignacio de la Llave","Nogales",37314,19539,2147,922,3069,123,4.00782013685239,95.9921798631476,64648317.4271326
30116,"Veracruz de Ignacio de la Llave","Oluta",17135,8797,1019,444,1463,43,2.93916609706083,97.0608339029392,78267237.6421182
30117,"Veracruz de Ignacio de la Llave","Omealca",23787,12340,1407,633,2040,64,3.13725490196078,96.8627450980392,214470666.3129
30118,"Veracruz de Ignacio de la Llave","Orizaba",123188,66440,6163,2788,8951,138,1.54172718132052,98.4582728186795,27769967.9287605
30119,"Veracruz de Ignacio de la Llave","Otatitlán",5676,2904,332,124,456,38,8.33333333333333,91.6666666666667,49995149.7155526
30120,"Veracruz de Ignacio de la Llave","Oteapan",10343,5430,669,269,938,27,2.87846481876333,97.1215351812367,22401062.7206003
30121,"Veracruz de Ignacio de la Llave","Ozuluama de Mascareñas",24213,10643,1175,516,1691,42,2.48373743347132,97.5162625665287,2397901536.58446
30122,"Veracruz de Ignacio de la Llave","Pajapan",18096,9171,1092,475,1567,45,2.8717294192725,97.1282705807275,310255309.647186
30123,"Veracruz de Ignacio de la Llave","Pánuco",96858,48885,5684,2365,8049,174,2.16175922474842,97.8382407752516,3176341842.93729
30124,"Veracruz de Ignacio de la Llave","Papantla",160148,82636,9436,4105,13541,427,3.15338601284986,96.8466139871501,1460614318.70116
30125,"Veracruz de Ignacio de la Llave","Paso del Macho",31935,16243,1967,839,2806,89,3.17177476835353,96.8282252316465,401870300.722704
30126,"Veracruz de Ignacio de la Llave","Paso de Ovejas",33532,16902,1753,797,2550,100,3.92156862745098,96.078431372549,389236390.311088
30127,"Veracruz de Ignacio de la Llave","La Perla",28258,14520,2601,1070,3671,248,6.75565241078725,93.2443475892128,138299118.562243
30128,"Veracruz de Ignacio de la Llave","Perote",79180,39130,5305,2280,7585,301,3.96835860250494,96.0316413974951,610890124.124139
30129,"Veracruz de Ignacio de la Llave","Platón Sánchez",18219,9312,1172,485,1657,47,2.83645141822571,97.1635485817743,245458752.213888
30130,"Veracruz de Ignacio de la Llave","Playa Vicente",39725,20401,2413,1029,3442,112,3.25392213829169,96.7460778617083,1196604923.88982
30131,"Veracruz de Ignacio de la Llave","Poza Rica de Hidalgo",189496,101249,9814,4262,14076,234,1.66240409207161,98.3375959079284,64294155.8169679
30132,"Veracruz de Ignacio de la Llave","Las Vigas de Ramírez",20316,10338,1427,566,1993,104,5.21826392373307,94.7817360762669,100052947.367937
30133,"Veracruz de Ignacio de la Llave","Pueblo Viejo",58006,29118,3385,1466,4851,127,2.61801690373119,97.3819830962688,289394961.033265
30134,"Veracruz de Ignacio de la Llave","Puente Nacional",23624,12036,1318,589,1907,60,3.14630309386471,96.8536969061353,385251895.495775
30135,"Veracruz de Ignacio de la Llave","Rafael Delgado",24127,12315,1639,825,2464,97,3.93668831168831,96.0633116883117,26524744.9392631
30136,"Veracruz de Ignacio de la Llave","Rafael Lucio",8351,4313,571,235,806,24,2.97766749379653,97.0223325062035,11558045.3967833
30137,"Veracruz de Ignacio de la Llave","Los Reyes",6311,3210,480,225,705,39,5.53191489361702,94.468085106383,34310831.0839102
30138,"Veracruz de Ignacio de la Llave","Río Blanco",41797,22480,2180,985,3165,70,2.21169036334913,97.7883096366509,15288451.3693861
30139,"Veracruz de Ignacio de la Llave","Saltabarranca",6139,3162,308,142,450,12,2.66666666666667,97.3333333333333,108826024.14824
30140,"Veracruz de Ignacio de la Llave","San Andrés Tenejapan",3134,1614,190,101,291,18,6.18556701030928,93.8144329896907,21972682.7556108
30141,"Veracruz de Ignacio de la Llave","San Andrés Tuxtla",162614,85391,9659,4322,13981,515,3.68357056004578,96.3164294399542,960358769.661427
30142,"Veracruz de Ignacio de la Llave","San Juan Evangelista",33014,16494,1988,849,2837,123,4.33556573845612,95.6644342615439,1265754976.26164
30143,"Veracruz de Ignacio de la Llave","Santiago Tuxtla",57243,29937,3310,1563,4873,171,3.50913195156987,96.4908680484301,619773456.463753
30144,"Veracruz de Ignacio de la Llave","Sayula de Alemán",32816,16633,2061,897,2958,117,3.9553752535497,96.0446247464503,664617754.537239
30145,"Veracruz de Ignacio de la Llave","Soconusco",16739,8623,992,441,1433,24,1.67480809490579,98.3251919050942,96580910.340179
30146,"Veracruz de Ignacio de la Llave","Sochiapa",3925,1969,281,106,387,29,7.49354005167959,92.5064599483204,16385645.6497535
30147,"Veracruz de Ignacio de la Llave","Soledad Atzompa",24578,12577,1959,811,2770,126,4.54873646209386,95.4512635379061,115085402.941763
30148,"Veracruz de Ignacio de la Llave","Soledad de Doblado",28174,14224,1561,651,2212,80,3.61663652802893,96.3833634719711,417348438.082034
30149,"Veracruz de Ignacio de la Llave","Soteapan",34457,17835,2694,1220,3914,189,4.82881962187021,95.1711803781298,481299048.094307
30150,"Veracruz de Ignacio de la Llave","Tamalín",11699,5780,627,299,926,17,1.83585313174946,98.1641468682505,401044679.917206
30151,"Veracruz de Ignacio de la Llave","Tamiahua",22096,10879,1100,554,1654,36,2.17654171704958,97.8234582829504,1020886735.94561
30152,"Veracruz de Ignacio de la Llave","Tampico Alto",11785,5544,608,234,842,20,2.37529691211401,97.624703087886,877078488.107805
30153,"Veracruz de Ignacio de la Llave","Tancoco",5835,3005,332,164,496,18,3.62903225806452,96.3709677419355,156593915.184076
30154,"Veracruz de Ignacio de la Llave","Tantima",12103,5881,594,305,899,16,1.7797552836485,98.2202447163515,334477934.614593
30155,"Veracruz de Ignacio de la Llave","Tantoyuca",100488,51700,7384,3321,10705,281,2.62494161606726,97.3750583839327,1305824847.74893
30156,"Veracruz de Ignacio de la Llave","Tatatila",6050,2940,468,207,675,24,3.55555555555556,96.4444444444444,92162523.2704908
30157,"Veracruz de Ignacio de la Llave","Castillo de Teayo",20218,10201,1189,507,1696,50,2.94811320754717,97.0518867924528,273407806.06809
30158,"Veracruz de Ignacio de la Llave","Tecolutla",24821,12386,1392,574,1966,59,3.00101729399797,96.998982706002,532575311.083998
30159,"Veracruz de Ignacio de la Llave","Tehuipango",29686,15461,2702,1106,3808,191,5.01575630252101,94.984243697479,88201757.4866776
30160,"Veracruz de Ignacio de la Llave","Álamo Temapache",107632,54454,6429,2712,9141,284,3.10688108522044,96.8931189147796,1280625252.54266
30161,"Veracruz de Ignacio de la Llave","Tempoal",35145,17366,2172,979,3151,110,3.49095525230086,96.5090447476991,1155474557.16122
30162,"Veracruz de Ignacio de la Llave","Tenampa",6451,3222,379,190,569,24,4.21792618629174,95.7820738137083,65403770.3418593
30163,"Veracruz de Ignacio de la Llave","Tenochtitlán",5040,2553,326,158,484,26,5.37190082644628,94.6280991735537,87060327.1467833
30164,"Veracruz de Ignacio de la Llave","Teocelo",16997,8739,994,441,1435,30,2.09059233449477,97.9094076655052,60987301.5821302
30165,"Veracruz de Ignacio de la Llave","Tepatlaxco",8925,4395,588,260,848,39,4.59905660377358,95.4009433962264,60377158.0716173
30166,"Veracruz de Ignacio de la Llave","Tepetlán",9409,4592,485,232,717,23,3.20781032078103,96.792189679219,95806174.6106029
30167,"Veracruz de Ignacio de la Llave","Tepetzintla",14704,7412,884,385,1269,38,2.99448384554768,97.0055161544523,227947979.442731
30168,"Veracruz de Ignacio de la Llave","Tequila",16343,8272,1316,611,1927,97,5.03373118837571,94.9662688116243,100311192.847549
30169,"Veracruz de Ignacio de la Llave","José Azueta",22821,11532,1260,569,1829,68,3.71787862219792,96.2821213778021,537194865.95196
30170,"Veracruz de Ignacio de la Llave","Texcatepec",10843,5546,901,324,1225,71,5.79591836734694,94.2040816326531,195800452.429614
30171,"Veracruz de Ignacio de la Llave","Texhuacán",5575,2931,401,182,583,22,3.77358490566038,96.2264150943396,42806332.3293489
30172,"Veracruz de Ignacio de la Llave","Texistepec",20104,10058,1245,512,1757,58,3.30108138873079,96.6989186112692,450480712.203264
30173,"Veracruz de Ignacio de la Llave","Tezonapa",54547,27711,3654,1497,5151,191,3.70801786060959,96.2919821393904,524623796.74628
30174,"Veracruz de Ignacio de la Llave","Tierra Blanca",95877,49713,5184,2135,7319,228,3.11517966935374,96.8848203306463,1522615543.01263
30175,"Veracruz de Ignacio de la Llave","Tihuatlán",93070,47951,5558,2444,8002,246,3.07423144213947,96.9257685578605,720420459.498745
30176,"Veracruz de Ignacio de la Llave","Tlacojalpan",4496,2264,258,117,375,32,8.53333333333333,91.4666666666667,103048417.234541
30177,"Veracruz de Ignacio de la Llave","Tlacolulan",11685,5928,955,342,1297,69,5.31996915959907,94.6800308404009,133612177.274493
30178,"Veracruz de Ignacio de la Llave","Tlacotalpan",13000,6617,590,291,881,17,1.92962542565267,98.0703745743473,580348197.817846
30179,"Veracruz de Ignacio de la Llave","Tlacotepec de Mejía",4289,2153,284,122,406,15,3.69458128078818,96.3054187192118,65509961.5625109
30180,"Veracruz de Ignacio de la Llave","Tlachichilco",10910,5579,744,299,1043,43,4.12272291466922,95.8772770853308,226383390.578011
30181,"Veracruz de Ignacio de la Llave","Tlalixcoyan",37951,19354,1932,816,2748,81,2.94759825327511,97.0524017467249,920744880.488088
30182,"Veracruz de Ignacio de la Llave","Tlalnelhuayocan",19684,10077,1195,556,1751,73,4.16904625928041,95.8309537407196,36813067.6946103
30183,"Veracruz de Ignacio de la Llave","Tlapacoyan",61403,31762,3818,1708,5526,211,3.81831342743395,96.1816865725661,168460562.516287
30184,"Veracruz de Ignacio de la Llave","Tlaquilpa",7940,4207,599,272,871,30,3.4443168771527,96.5556831228473,56576693.2983462
30185,"Veracruz de Ignacio de la Llave","Tlilapan",5548,2855,388,157,545,28,5.13761467889908,94.8623853211009,11247301.9612351
30186,"Veracruz de Ignacio de la Llave","Tomatlán",7199,3658,403,173,576,12,2.08333333333333,97.9166666666667,18834628.1493002
30187,"Veracruz de Ignacio de la Llave","Tonayán",6113,3140,471,198,669,34,5.08221225710015,94.9177877428998,50387432.3599344
30188,"Veracruz de Ignacio de la Llave","Totutla",17217,8687,1043,468,1511,40,2.64725347452019,97.3527465254798,98216873.6967034
30189,"Veracruz de Ignacio de la Llave","Tuxpan",155115,80344,8345,3575,11920,243,2.03859060402685,97.9614093959731,966980488.662537
30190,"Veracruz de Ignacio de la Llave","Tuxtilla",2264,1139,114,43,157,13,8.28025477707006,91.7197452229299,56296252.9923328
30191,"Veracruz de Ignacio de la Llave","Ursulo Galván",30117,15621,1411,659,2070,53,2.56038647342995,97.43961352657,124996759.978518
30192,"Veracruz de Ignacio de la Llave","Vega de Alatorre",20387,10336,1119,478,1597,43,2.69254852849092,97.3074514715091,339603206.443517
30193,"Veracruz de Ignacio de la Llave","Veracruz",607302,319531,29945,13196,43141,1025,2.37593008970585,97.6240699102942,250054247.444296
30194,"Veracruz de Ignacio de la Llave","Villa Aldama",12492,6376,1014,433,1447,93,6.42709053213545,93.5729094678645,51605136.4083372
30195,"Veracruz de Ignacio de la Llave","Xoxocotla",5903,2938,405,159,564,24,4.25531914893617,95.7446808510638,37468601.0330805
30196,"Veracruz de Ignacio de la Llave","Yanga",17919,9460,1056,460,1516,35,2.30870712401055,97.6912928759894,88163106.4867562
30197,"Veracruz de Ignacio de la Llave","Yecuatla",11221,5659,657,259,916,35,3.82096069868996,96.17903930131,112799171.138619
30198,"Veracruz de Ignacio de la Llave","Zacualpan",6790,3539,516,200,716,25,3.49162011173184,96.5083798882682,264498793.152182
30199,"Veracruz de Ignacio de la Llave","Zaragoza",11901,6254,793,371,1164,35,3.00687285223368,96.9931271477663,21766945.9631553
30200,"Veracruz de Ignacio de la Llave","Zentla",12588,6290,728,292,1020,26,2.54901960784314,97.4509803921569,178598251.481873
30201,"Veracruz de Ignacio de la Llave","Zongolica",45033,23259,3254,1356,4610,208,4.5119305856833,95.4880694143167,282993791.344242
30202,"Veracruz de Ignacio de la Llave","Zontecomatlán de López y Fuentes",14656,7463,1191,444,1635,90,5.5045871559633,94.4954128440367,242803898.653679
30203,"Veracruz de Ignacio de la Llave","Zozocolco de Hidalgo",14527,7497,1043,483,1526,54,3.53866317169069,96.4613368283093,69142014.5560463
30204,"Veracruz de Ignacio de la Llave","Agua Dulce",44181,23023,2469,1095,3564,73,2.04826038159371,97.9517396184063,373560126.92218
30205,"Veracruz de Ignacio de la Llave","El Higo",19591,9742,1087,457,1544,39,2.5259067357513,97.4740932642487,392182801.828628
30206,"Veracruz de Ignacio de la Llave","Nanchital de Lázaro Cárdenas del Río",29223,15311,1512,682,2194,30,1.36736554238833,98.6326344576117,28370110.688863
30207,"Veracruz de Ignacio de la Llave","Tres Valles",45232,23185,2663,1134,3797,111,2.9233605478009,97.0766394521991,549388664.656356
30208,"Veracruz de Ignacio de la Llave","Carlos A. Carrillo",23401,12273,1224,545,1769,60,3.39174674957603,96.608253250424,244927490.545476
30209,"Veracruz de Ignacio de la Llave","Tatahuicapan de Juárez",15099,7830,1047,452,1499,62,4.13609072715143,95.8639092728486,298456305.958585
30210,"Veracruz de Ignacio de la Llave","Uxpanapa",31050,15411,2243,889,3132,143,4.56577266922095,95.4342273307791,1967046886.29125
